Station Name: PHOENIX PARK,,,,,,,,,,
Station Height: 48 M,,,,,,,,,,
Latitude:53.364,Longitude: -6.350,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
date:  -  00 to 00 utc,,,,,,,,,,
rain:  -  Precipitation Amount (mm),,,,,,,,,,
"maxtp: -  Maximum Air Temperature (C)	  ",,,,,,,,,,
mintp: -  Minimum  Air Temperature (C),,,,,,,,,,
gmin:  -  09utc Grass Minimum Temperature (C),,,,,,,,,,
soil:  -  Mean 10cm soil temperature (C),,,,,,,,,,
cbl:   -  Mean CBL Pressure (hpa),,,,,,,,,,
ind:   -  Indicator (i),,,,,,,,,,
,,,,,,,,,,
date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,soil
03-May-20,0,15.6,0,3.6,0,-1.5,0,0,1011.2,14.023
04-May-20,0,14.6,0,3.6,0,-1.7,0,0,1015.1,14.543
05-May-20,0,14.1,0,6.6,0,6.1,0,0,1015.7,14.81
06-May-20,0,14.7,0,5.8,0,-0.1,0,0,1018.3,14.92
07-May-20,0,19.2,0,9.4,0,8.4,0,1.8,1014.5,15.345
08-May-20,0,18.6,0,9.6,0,4.6,0,0,1011.8,16.285
09-May-20,0,19.9,0,7.5,0,2,0,0,1008.2,17.097
10-May-20,0,11.8,0,6.5,0,5,0,0,1012.5,14.47
11-May-20,0,10.3,0,1.9,0,2.3,0,0,1020.7,13.392
12-May-20,0,14.4,0,0.5,0,-5.4,0,0,1017.5,13.225
13-May-20,0,10.9,0,0.8,0,-2.3,0,0,1016.3,13.565
14-May-20,0,15,0,-0.8,0,-5.7,0,0,1019.9,14.452
15-May-20,0,14.2,0,3.3,0,-2.1,0,0,1021,14.21
16-May-20,0,17.1,0,5.9,0,2,0,0,1019.2,15.427
17-May-20,0,18.3,0,9.5,0,6,0,0,1015.8,15.895
18-May-20,0,18.1,0,11.1,0,8.8,0,0.9,1014.4,15.45
19-May-20,0,22.1,0,10.9,0,11.4,0,0,1015.1,16.993
20-May-20,0,23.6,0,8.3,0,3.2,0,0,1012.3,18.37
21-May-20,0,18.1,0,10.7,0,7.6,0,2.3,1006.2,18.237
22-May-20,0,18.2,0,9.2,0,7.7,0,1.8,999.5,16.93
23-May-20,0,16.4,0,8.8,0,6.1,0,0.7,1011.2,15.417
24-May-20,0,21,0,8.3,0,10,0,0,1022.5,17.995
25-May-20,0,19.8,0,5.4,0,-0.1,0,0,1026.5,18.478
26-May-20,0,19.8,0,11.1,0,11.1,0,0,1029.8,20.195
27-May-20,0,20,0,9.4,0,4.9,0,0,1030.6,20.395
28-May-20,0,23.3,0,10.1,0,5.9,0,0,1025.8,20.802
29-May-20,0,23.5,0,11.3,0,6.2,0,0,1019.6,21.163
30-May-20,0,22,0,9.2,0,4.2,0,0,1016.4,21.11
31-May-20,0,21.5,0,9,0,4.4,0,0,1016.9,21.292
01-Jun-20,0,21.1,0,8.9,0,3.8,0,0,1019,21.647
02-Jun-20,0,26,0,6.9,0,2.1,0,0,1014.8,21.815
03-Jun-20,0,15,0,9,0,11.1,0,0.8,1009.3,19.555
04-Jun-20,0,17.9,0,6.5,0,1.4,0,0.2,1002.1,16.628
05-Jun-20,0,16.2,0,5.2,0,7.2,0,1.4,996,17.153
06-Jun-20,0,12.9,0,5.1,0,1.3,0,0.7,997.7,14.438
07-Jun-20,0,17.9,0,9.5,0,8.9,0,0.2,1007.3,15.378
08-Jun-20,0,18.3,0,5.1,0,-0.9,0,0,1014.2,17.767
09-Jun-20,0,15.4,0,6.3,0,0.7,0,0.1,1013.2,16.757
10-Jun-20,0,15.2,0,9.2,0,9.9,0,8.6,1008.1,16.07
11-Jun-20,0,13.9,0,9.9,0,8.6,0,4.9,1009.9,14.443
12-Jun-20,0,14.5,0,10.7,0,10,0,0.9,1006.3,13.8
13-Jun-20,0,17.5,0,11.9,0,11.5,0,4.8,1003.9,14.993
14-Jun-20,0,20.1,0,12,0,7.2,0,0.5,1007.8,16.975
15-Jun-20,0,22.6,0,9.1,0,4.7,0,0,1010,18.895
16-Jun-20,0,20.9,0,11.8,0,6.8,0,1.5,1009.3,18.542
17-Jun-20,0,17,0,12.8,0,12.6,0,13.6,1008.6,17.938
18-Jun-20,0,16.9,0,11.9,0,8.6,0,5.8,1005.6,17.222
19-Jun-20,0,16.1,0,11.2,0,12.2,0,7.6,1005.5,17.007
20-Jun-20,0,19.8,0,8.5,0,5,0,1.4,1003.8,17.638
21-Jun-20,0,19.7,0,8.7,0,7.5,0,0.7,1005.7,18.615
22-Jun-20,0,20.9,0,8.7,0,4.3,0,1.5,1010.4,17.525
23-Jun-20,0,19.3,0,15,0,13.2,0,2,1011.8,17.933
24-Jun-20,0,21.2,0,12.6,0,9,0,0,1014.1,18.612
25-Jun-20,0,25.3,0,11.5,0,8.7,0,0.1,1009.4,20.767
26-Jun-20,0,23.7,0,13.8,0,14.9,0,1.7,999.9,21.183
27-Jun-20,0,18.7,0,11,0,12.4,0,7.8,992.2,18.998
28-Jun-20,0,17.1,0,10.8,0,9.7,0,1.2,995.5,17.805
29-Jun-20,0,14.4,0,10.9,0,10.7,0,0.8,998.9,16.395
30-Jun-20,0,17.6,0,11.2,0,11.2,0,0.1,998.5,17.515
01-Jul-20,0,15.5,0,12.9,0,12.7,0,14,998.9,17.53
02-Jul-20,0,18.5,0,10.9,0,8.9,0,0.5,1005,18.83
03-Jul-20,0,19.6,0,11.8,0,11.3,0,2.5,1002.8,18.52
04-Jul-20,0,20.1,0,14.8,0,14.9,0,2.5,997,18.892
05-Jul-20,0,17.3,0,10.7,0,8.2,0,0.6,1002.1,18.612
06-Jul-20,0,18.5,0,10.2,0,7.7,0,0.1,1013.8,18.218
07-Jul-20,0,15.5,0,11,0,9.7,0,14.6,1012.2,17.255
08-Jul-20,0,14.5,0,11.6,0,11.7,0,13.5,1007,16.795
09-Jul-20,0,17.7,0,11.7,0,11.9,0,2.5,1008.7,16.965
10-Jul-20,0,18,0,7.7,0,3.5,0,0,1016.8,17.743
11-Jul-20,0,18.3,0,7,0,2,0,0,1021.8,17.68
12-Jul-20,0,19.5,0,9.4,0,5.3,0,0.4,1019.6,18.483
13-Jul-20,0,19.7,0,13.3,0,13.8,0,0.6,1015.5,19.5
14-Jul-20,0,15.4,0,11,0,10.1,0,3.7,1012.9,18.122
15-Jul-20,0,20.8,0,12.2,0,12.2,0,1.2,1012.4,18.413
16-Jul-20,0,24,0,14.1,0,13.9,0,0.2,1015.4,20.892
17-Jul-20,0,21,0,14.6,0,11.4,0,0.8,1012.5,19.965
18-Jul-20,0,19.3,0,11.4,0,13.3,0,5,1011.5,20.61
19-Jul-20,0,19.3,0,6.6,0,2.2,0,0,1016.6,19.535
20-Jul-20,0,19.3,0,6.2,0,1.2,0,0,1019.7,19
21-Jul-20,0,19.5,0,10.7,0,8.3,0,0,1019.5,20.247
22-Jul-20,0,21.6,0,13.4,0,12.5,0,3.6,1014.6,20.698
23-Jul-20,0,20.2,0,13.8,0,13.4,0,2.7,1008.8,20.43
24-Jul-20,0,21.2,0,11.5,0,7.6,0,3.9,1002.7,19.94
25-Jul-20,0,17.7,0,11.3,0,12.5,0,4.7,997.9,19.177
26-Jul-20,0,20.5,0,11.6,0,6.7,0,3.4,1000.1,18.858
27-Jul-20,0,19.5,0,11.3,0,13.4,0,9.7,996.2,19.548
28-Jul-20,0,18.1,0,9.9,0,6.7,0,0,1008.9,18.9
29-Jul-20,0,17.1,0,11.6,0,11.1,0,0.8,1011.6,18.34
30-Jul-20,0,21,0,14.4,0,13.5,0,7,1006.4,18.96
31-Jul-20,0,23.1,0,15.2,0,11.7,0,2.2,1002.5,19.215
01-Aug-20,0,19,0,12.5,0,12.7,0,1.4,1007.7,19.097
02-Aug-20,0,19,0,10.4,0,5.9,0,2.8,1010.4,18.907
03-Aug-20,0,19.1,0,9.2,0,4.5,0,0,1011.6,18.385
04-Aug-20,0,24.1,0,12.1,0,10.8,0,1.5,1003.7,19.722
05-Aug-20,0,23.6,0,13.6,0,16.3,0,0.6,1001.6,20.515
06-Aug-20,0,21.8,0,11.1,0,7.3,0,0,1008,19.788
07-Aug-20,0,25,0,13.2,0,9.9,0,0.2,1012.3,20.892
08-Aug-20,0,20.5,0,9.9,0,5.6,0,0,1017.6,20.272
09-Aug-20,0,18.3,0,9.7,0,6,0,0,1015.1,18.692
10-Aug-20,0,17.2,0,11.9,0,8.2,0,1.4,1012.4,17.448
11-Aug-20,0,19.4,0,12.1,0,8.5,0,0,1011.3,17.802
12-Aug-20,0,23.3,0,16.4,0,13.3,0,0,1009.7,20.365
13-Aug-20,0,22.5,0,16,0,14.8,0,0,1009.4,20.237
14-Aug-20,0,20.8,0,14.1,0,13.5,0,0,1010.4,19.548
15-Aug-20,0,20.7,0,13.6,0,10.5,0,0,1009.8,20.362
16-Aug-20,0,16.6,0,15.3,0,13.6,0,1.3,1006.3,18.43
17-Aug-20,0,16.1,0,15.2,0,15.2,0,13.2,1000.8,17.64
18-Aug-20,0,22,0,14.3,0,14.5,0,11.6,998.2,19.045
19-Aug-20,0,17.8,0,12.1,0,8.4,0,10.1,988.4,17.71
20-Aug-20,0,21.5,0,14.4,0,11.5,0,2.5,982.9,18.325
21-Aug-20,0,20,0,14.2,0,12.6,0,1.3,985.5,18.507
22-Aug-20,0,18.1,0,13.1,0,9.4,0,1.4,1001.2,17.815
23-Aug-20,0,18.6,0,11.4,0,8.9,0,0.2,1008.9,18.323
24-Aug-20,0,17.4,0,9.1,0,4.6,0,3.6,1003.8,17.272
25-Aug-20,0,18.4,0,12.8,0,13.4,0,17.9,986.6,17.115
26-Aug-20,0,20.5,0,11.2,0,7.4,0,0.6,1004.7,17.433
27-Aug-20,0,14.7,0,11.4,0,8.5,0,8.8,1003.4,16.49
28-Aug-20,0,15.9,0,9,0,11.2,0,8.9,1002.9,15.58
29-Aug-20,0,14.4,0,6.3,0,6.1,0,0,1011.9,14.515
30-Aug-20,0,16.6,0,4.7,0,-0.4,0,0,1015.8,14.7
31-Aug-20,0,19.3,0,6.8,0,2.1,0,0,1014.2,16.358
01-Sep-20,0,21.1,0,10.6,0,6.4,0,0,1011.1,17.382
02-Sep-20,0,22.5,0,13,0,12.2,0,20.6,1005.3,18.108
03-Sep-20,0,19.1,0,10.7,0,10.2,0,0.1,1007.6,18.378
04-Sep-20,0,17.3,0,9.5,0,6.1,0,3.9,1013.6,16.155
05-Sep-20,0,17.1,0,9.3,0,5.7,0,2.1,1015.5,15.43
06-Sep-20,0,19.4,0,11.1,0,6.9,0,0.1,1015.3,16.782
07-Sep-20,0,18.5,0,11.1,0,7.9,0,3,1014.5,16.715
08-Sep-20,0,22.5,0,16.4,0,15.6,0,0.3,1015.3,18.673
09-Sep-20,0,17.9,0,10.1,0,5.4,0,1,1018.3,18.145
10-Sep-20,0,15.5,0,10.6,0,8.3,0,0,1015.8,16.46
11-Sep-20,0,16.4,0,11.4,0,9.9,0,0.3,1007.6,15.64
12-Sep-20,0,18.1,0,9.4,0,5.2,0,0.1,1009.4,15.465
13-Sep-20,0,23,0,14,0,13.1,0,0,1011.7,17.715
14-Sep-20,0,24.7,0,13.3,0,8.9,0,0,1012.8,18.368
15-Sep-20,0,24.6,0,14.3,0,13.7,0,1.3,1013.9,19.1
16-Sep-20,0,20.4,0,12.8,0,9.3,0,0,1020.5,18.337
17-Sep-20,0,19.5,0,11.8,0,14.1,0,0,1022.4,18.487
18-Sep-20,0,15.7,0,9.1,0,5,0,0,1019.2,16.005
19-Sep-20,0,14.5,0,12.1,0,11.1,0,0,1016.5,14.682
20-Sep-20,0,15.7,0,7.3,0,8.3,0,0,1015.6,14.773
21-Sep-20,0,20.5,0,6.4,0,1.2,0,0.1,1010.6,14.727
22-Sep-20,0,18.2,0,10.9,0,8,0,3.3,1001.2,16.05
23-Sep-20,0,14.9,0,4.3,0,7,0,0.1,993,15.108
24-Sep-20,0,11.9,0,5.2,0,0.3,0,10.2,989.6,13.025
25-Sep-20,0,14.2,0,3.6,0,-0.3,0,0.2,1005.4,11.727
26-Sep-20,0,14.4,0,1.4,0,-3.2,0,0,1013.6,10.855
27-Sep-20,0,15.7,0,1.2,0,-3.6,0,0,1011.6,11.014
28-Sep-20,0,18.2,0,6.9,0,5,0,1.8,1008,13.43
29-Sep-20,0,16,0,4.3,0,-0.6,0,0.2,1005.2,12.182
30-Sep-20,0,15,0,6,0,8,0,7.6,994.9,13.5
01-Oct-20,0,12.6,0,3.5,0,-1,0,8.8,990.9,11.345
02-Oct-20,0,13.9,0,6.1,0,4.6,0,4.8,991.6,11.773
03-Oct-20,0,12.7,0,5.2,0,0.3,0,0.3,989.5,11.273
04-Oct-20,0,12.1,0,7.5,0,6.1,0,17,982.8,11.062
05-Oct-20,0,13.4,0,8.3,0,3.1,0,2.3,989.5,11.68
06-Oct-20,0,15.2,0,8.1,0,3.7,0,2.5,994.7,12.648
07-Oct-20,0,14.1,0,7.5,0,4.2,0,10.9,1002.1,11.62
08-Oct-20,0,14.3,0,7,0,8.4,0,3.2,1004.6,12.762
09-Oct-20,0,12.5,0,5.2,0,2.2,0,0.9,1013.6,11.523
10-Oct-20,0,14.3,0,5.4,0,2.1,0,0.4,1020.3,10.995
11-Oct-20,0,13.4,0,5.7,0,1.1,0,0.1,1021.6,11.048
12-Oct-20,0,14.1,0,6.5,0,2.5,0,1.5,1014.2,11.945
13-Oct-20,0,12.6,0,6.5,0,2.5,0,0.2,1012,11.02
14-Oct-20,0,14.9,0,7.9,0,8.9,0,0.7,1019.4,12.052
15-Oct-20,0,13.3,0,5.9,0,2.3,0,3.1,1023.1,11.583
16-Oct-20,0,12.4,0,6.4,0,1.1,0,0.2,1020.7,10.78
17-Oct-20,0,12.7,0,6.2,0,2.1,0,0,1018.1,11.125
18-Oct-20,0,13.7,0,2.6,0,-1.6,0,0,1014.4,10.023
19-Oct-20,0,13.2,0,11.2,0,5.5,0,2.4,998.7,11.19
20-Oct-20,0,15.8,0,11.2,0,8.8,0,0.8,983.9,11.967
21-Oct-20,0,14,0,7.5,0,3.7,0,0,991,11.352
22-Oct-20,0,11.8,0,6.3,0,3.8,0,0,999.1,10.795
23-Oct-20,0,12.3,0,7.5,0,2.2,0,1.7,995.3,10.562
24-Oct-20,0,13.2,0,7.6,0,4.2,0,2.8,985.9,10.255
25-Oct-20,0,12.4,0,6.9,0,2.4,0,0,981,9.12
26-Oct-20,0,12.8,0,5.7,0,4.5,0,0.8,988.1,9.415
27-Oct-20,0,13,0,6.5,0,0.2,0,2.1,986.2,9.552
28-Oct-20,0,10.8,0,6.4,0,3.1,0,2.5,991.7,8.371
29-Oct-20,0,15.5,0,7.1,0,3.6,0,5.9,995.8,9.863
30-Oct-20,0,15.2,0,4.8,0,8.9,0,1.2,1002.8,10.972
31-Oct-20,0,15.8,0,8.3,0,-0.3,0,3.3,990.9,10.91
01-Nov-20,0,16.2,0,6.8,0,6.4,0,8,983.9,10.665
02-Nov-20,0,10.8,0,5.2,0,3.5,0,2.5,993,10.012
03-Nov-20,0,10.2,0,2.7,0,1.8,0,0.4,1013.1,7.927
04-Nov-20,0,10.4,0,2.3,0,-1.6,0,0.1,1028.7,7.025
05-Nov-20,0,9.6,0,2.9,0,-1.5,0,0.5,1030.9,8.055
06-Nov-20,0,11.9,0,4.5,0,0.7,0,0,1020.7,8.09
07-Nov-20,0,11.8,0,4.6,0,0,0,0.6,1011.5,7.496
08-Nov-20,0,15.4,0,8.4,0,6,0,8.6,1008.4,9.948
09-Nov-20,0,14,0,12,0,4.5,0,2.1,1009.1,10.693
10-Nov-20,0,13.1,0,9.9,0,5.1,0,0.2,1010.8,10.615
11-Nov-20,0,14.4,0,8.3,0,8.5,0,6.2,999.4,10.98
12-Nov-20,0,12.6,0,6.2,0,3.1,0,2.7,997.7,9.72
13-Nov-20,0,10.2,0,6.1,0,1.8,0,1.7,997.4,8.847
14-Nov-20,0,13.3,0,9.4,0,4.2,0,3.1,989.5,9.358
15-Nov-20,0,11.5,0,6.6,0,6.2,0,6.2,985.4,9.31
16-Nov-20,0,14,0,7.2,0,4.9,0,1.4,999.1,9.32
17-Nov-20,0,15.9,0,12.9,0,7.4,0,0,1004.3,10.945
18-Nov-20,0,14.7,0,7.1,0,9.1,0,2.5,1001.6,10.672
19-Nov-20,0,8.4,0,4.5,0,2.1,0,0,1017.5,8.422
20-Nov-20,0,12.9,0,7.2,0,2.8,0,2.3,1020.4,9.29
21-Nov-20,0,11.4,0,6,0,7.9,0,1.6,1015.4,9.517
22-Nov-20,0,8.6,0,2.5,0,-3,0,0.1,1019.5,6.538
23-Nov-20,0,12.3,0,1,0,-4.2,0,0.1,1013.7,6.431
24-Nov-20,0,14.3,0,5.1,0,6.1,0,4.3,1001.9,9.052
25-Nov-20,0,7.7,0,3.5,0,-0.5,0,0.1,1008.2,6.628
26-Nov-20,0,7.9,0,2.8,0,-0.2,0,0.1,1015.8,6.36
27-Nov-20,0,9.5,0,-1.4,0,-4.6,0,0,1012.8,5.44
28-Nov-20,0,10.7,0,1.8,0,-3.2,0,0,1012.7,5.566
29-Nov-20,0,10.6,0,4.1,0,-0.2,0,0,1019.6,6.848
30-Nov-20,0,10.5,0,3.8,0,6.7,0,0.2,1020,7.872
01-Dec-20,0,9.3,0,4.6,0,-1,0,0.1,1021.6,7.177
02-Dec-20,0,9.1,0,4.4,0,0.4,0,0.8,1008.2,7.118
03-Dec-20,0,5.5,0,-0.3,0,-0.8,0,1.2,987.4,5.662
04-Dec-20,0,7.7,0,-0.7,0,-5,0,4.5,978.2,3.781
05-Dec-20,0,7.3,0,0.1,0,-2.1,0,1,989.9,4.944
06-Dec-20,0,0.2,0,-2.2,0,-6,0,0,997.7,3.204
07-Dec-20,0,3.1,0,-3.2,0,-6.3,0,1,995.2,2.832
08-Dec-20,0,6.6,0,0.4,0,-2.1,0,0,999.2,3.018
09-Dec-20,0,8.5,0,1.4,0,-3.5,0,4.6,994.8,3.407
10-Dec-20,0,9.9,0,6.5,0,0.4,0,2.6,983.7,5.94
11-Dec-20,0,9.8,0,4.9,0,1.6,0,0.9,981.3,6.309
12-Dec-20,0,7,0,1.9,0,-0.6,0,0.2,993.3,4.278
13-Dec-20,0,13,0,5.6,0,-1.9,0,9.8,985.7,6.117
14-Dec-20,0,10.2,0,6.9,0,3.2,0,1.2,981.6,6.214
15-Dec-20,0,9.7,0,4.9,0,-1.4,0,0.7,989.9,4.521
16-Dec-20,0,10.5,0,6.3,0,0.8,0,6.8,989.9,6.209
17-Dec-20,0,12.6,0,5.5,0,-0.1,0,2.3,997.6,5.517
18-Dec-20,0,14.1,0,7,0,1.3,0,1.9,990.6,7.666
19-Dec-20,0,9.6,0,5.3,0,1.5,0,0,988.7,6.191
20-Dec-20,0,7.1,0,4.8,0,-0.2,0,0,998.1,4.131
21-Dec-20,0,9.6,0,2.2,0,-1.4,0,2.6,997,5.4
22-Dec-20,0,6.7,0,0.3,0,-3.9,0,1.7,1004.1,4.293
23-Dec-20,0,6.4,0,2.3,0,-3.2,0,13.8,1009.9,5.025
24-Dec-20,0,5.2,0,-1.6,0,-4.3,0,0,1024.4,2.521
25-Dec-20,0,7.5,0,-0.9,0,-6.4,0,0,1024.2,2.556
26-Dec-20,0,8.6,0,5.9,0,0.6,0,14.5,994.9,5.136
27-Dec-20,0,6.2,0,1.2,0,-0.7,0,4.1,966.7,3.999
28-Dec-20,0,5.3,0,2.7,0,-0.7,0,1.2,970.5,3.757
29-Dec-20,0,5.8,0,1.1,0,-2.5,0,0.3,989.1,3.003
30-Dec-20,0,2.8,0,-1.5,0,-3,0,0,999.1,2.03
31-Dec-20,0,4.7,0,-1.7,0,-5.6,0,1.7,1003.7,1.46
01-Jan-21,0,4.8,0,-1.3,0,-5.8,0,0,1010.8,1.816
02-Jan-21,0,4,0,-1.8,0,-7.3,0,0.1,1015.9,1.149
03-Jan-21,0,4.5,0,-1.9,0,-7.5,0,2.3,1019,0.977
04-Jan-21,0,5.5,0,1.9,0,-6.4,0,2.5,1021.2,1.319
05-Jan-21,0,5.7,0,1.4,0,-3.5,0,1.7,1022.1,1.763
06-Jan-21,0,3.7,0,-2.6,0,-3.1,0,4.9,1018.6,1.931
07-Jan-21,0,1.4,0,-2.6,0,-7.4,0,0.3,1014.5,1.32
08-Jan-21,0,2.1,0,-4.7,0,-7.3,0,0,1017.1,0.948
09-Jan-21,0,2.6,0,-5.4,0,-8.8,0,0,1021,0.5
10-Jan-21,0,5.9,0,2.1,0,-8,0,0,1017.8,0.497
11-Jan-21,0,9.5,0,5.1,0,2.4,0,4.6,1008.6,2.713
12-Jan-21,0,9.5,0,5.3,0,5,0,11.2,1008.1,5.329
13-Jan-21,0,11.5,0,5.8,0,4.3,0,8.5,1010.1,6.597
14-Jan-21,0,10.4,0,1.4,0,6.4,0,0.2,1014.6,6.605
15-Jan-21,0,9.9,0,-1,0,-4.9,0,2.4,1014.2,3.899
16-Jan-21,0,10.8,0,4.5,0,-2.3,0,0.8,1009.7,5.542
17-Jan-21,0,6.3,0,2.3,0,-0.8,0,0,1018.1,3.701
18-Jan-21,0,9.2,0,4.5,0,1,0,6.2,1007.7,4.556
19-Jan-21,0,11.4,0,8.3,0,3.5,0,15.9,988.1,6.946
20-Jan-21,0,10.7,0,1.5,0,4,0,7.8,975.6,6.193
21-Jan-21,0,5.8,0,0.9,0,-0.5,0,0,977.8,4.072
22-Jan-21,0,4.6,0,0.5,0,-3,0,0.1,985.8,2.453
23-Jan-21,0,3.7,0,-1,0,-3.2,0,0,990.5,2.213
24-Jan-21,0,2.2,0,-2.3,0,-7.2,0,0.2,994.4,1.881
25-Jan-21,0,4.1,0,-1.3,0,-7.4,0,0,1004.4,1.278
26-Jan-21,0,10.5,0,2.8,0,-5.6,0,1,1003.6,2.697
27-Jan-21,0,11.3,0,7.2,0,2.7,0,9.9,999.3,5.574
28-Jan-21,0,13.3,0,7.6,0,6,0,1,990.4,7.167
29-Jan-21,0,10.3,0,5.7,0,0.4,0,2.6,990.7,6.675
30-Jan-21,0,6.5,0,4,0,4.1,0,27.1,992.6,5.539
31-Jan-21,0,4.3,0,2.2,0,0.2,0,4.3,991.2,3.899
01-Feb-21,0,6.9,0,3.5,0,1.4,0,3.1,987.6,4.984
02-Feb-21,0,11.3,0,5.7,0,1.9,0,15.9,980,6.484
03-Feb-21,0,9.3,0,6.4,0,4.1,0,1.7,985.8,6.668
04-Feb-21,0,10,0,5.9,0,4,0,2,994.3,6.791
05-Feb-21,0,6.5,0,2,0,0.7,0,1.3,999.6,6.2
06-Feb-21,0,6.8,0,4,0,-1,0,4.5,1003.5,5.697
07-Feb-21,0,5.3,0,2.6,0,3.5,0,0.2,1004.9,4.456
08-Feb-21,0,3.4,0,0.7,0,1.3,0,1.2,1003.6,2.591
09-Feb-21,0,2.6,0,0.9,0,-1,0,1.2,1004.4,1.919
10-Feb-21,0,3.9,0,-0.1,0,-1.6,0,0.5,1012.2,2.119
11-Feb-21,0,2.5,0,0.8,0,-2.3,0,0,1016.2,1.366
12-Feb-21,0,5,0,1.4,0,0.6,0,0,1017.7,2.062
13-Feb-21,0,5.3,0,0.3,0,-0.3,0,0.9,1013.8,2.697
14-Feb-21,0,13.1,0,5.1,0,0.3,0,1.6,1002.7,5.519
15-Feb-21,0,13.5,0,6.9,0,-0.8,0,1.3,999,6.218
16-Feb-21,0,11.6,0,6.9,0,4.8,0,0.1,993.9,6.738
17-Feb-21,0,10.9,0,5.8,0,-0.1,0,1.1,988.3,6.267
18-Feb-21,0,10.6,0,2,0,-0.1,0,6,987,6.353
19-Feb-21,0,13.7,0,7.5,0,-0.6,0,5.7,986.7,7.359
20-Feb-21,0,13.3,0,6.5,0,1.2,0,1.4,982.5,7.436
21-Feb-21,0,13,0,7.1,0,1.7,0,0,995.6,7.03
22-Feb-21,0,12.8,0,1.5,0,-4.5,0,0,1004.8,6.571
23-Feb-21,0,14.6,0,9.1,0,0,0,10.8,999.6,8.677
24-Feb-21,0,11.7,0,7,0,7.9,0,0.9,1006.9,8.967
25-Feb-21,0,10.6,0,1.7,0,-0.4,0,0.3,1019.6,6.867
26-Feb-21,0,11.9,0,0.6,0,-4.3,0,0,1029.8,5.836
27-Feb-21,0,11.8,0,1.4,0,-4.4,0,0,1033.9,6.038
28-Feb-21,0,11.1,0,1.4,0,-3,0,0,1031.2,7.062
01-Mar-21,0,10.3,0,1.2,0,-4.2,0,0,1025.8,6.19
02-Mar-21,0,8.5,0,-0.8,0,-3.4,0,0,1023.5,5.733
03-Mar-21,0,5.9,0,4.5,0,2.6,0,0,1022.5,6.137
04-Mar-21,0,6.2,0,3.3,0,3,0,0.1,1022.9,5.586
05-Mar-21,0,6.1,0,-2,0,3.8,0,0,1027.4,5.28
06-Mar-21,0,9,0,-1.8,0,-6.5,0,0,1027.6,4.676
07-Mar-21,0,10.7,0,-2.6,0,-6.9,0,0,1022.6,4.669
08-Mar-21,0,12.2,0,4.6,0,-3.7,0,0.3,1016.9,6.582
09-Mar-21,0,10.8,0,6,0,1.9,0,0.7,1004.5,7.478
10-Mar-21,0,13.3,0,7.3,0,6.2,0,6.2,983,8.231
11-Mar-21,0,9.5,0,2.6,0,3.9,0,6.1,980.9,7.535
12-Mar-21,0,8.8,0,1.6,0,0.2,0,6.1,985.3,6.664
13-Mar-21,0,8.5,0,3.2,0,1.7,0,3.7,990.1,6.902
14-Mar-21,0,10.9,0,4.1,0,1.6,0,1.2,1008,6.787
15-Mar-21,0,13.4,0,6,0,4.3,0,3.3,1017.6,8.913
16-Mar-21,0,14.9,0,4.9,0,8.8,0,0.3,1027.2,10.89
17-Mar-21,0,14.6,0,2.5,0,-1.2,0,0.1,1031.5,9.106
18-Mar-21,0,15.1,0,8.5,0,7.4,0,0.2,1028.3,10.805
19-Mar-21,0,13.2,0,3.2,0,-0.6,0,0,1026.8,9.741
20-Mar-21,0,13.5,0,4.6,0,-0.4,0,0,1027.5,10.05
21-Mar-21,0,13.3,0,6.5,0,3.1,0,0.1,1025.3,10.75
22-Mar-21,0,10.4,0,7.7,0,6.3,0,0,1019.8,9.92
23-Mar-21,0,13.1,0,5.2,0,6.7,0,1.3,1012.3,9.702
24-Mar-21,0,13.1,0,4.4,0,-0.4,0,0.1,1010.3,8.954
25-Mar-21,0,12.8,0,6.6,0,2.3,0,0,1003.2,9.239
26-Mar-21,0,9.8,0,1.9,0,1.9,0,2.3,998.4,8.937
27-Mar-21,0,11.1,0,1.9,0,-0.4,0,1.1,1006.8,7.317
28-Mar-21,0,15.9,0,10.4,0,7.2,0,1,1004,11.023
29-Mar-21,0,17.5,0,11.8,0,11.1,0,0,1012.4,12.985
30-Mar-21,0,16.4,0,6.5,0,7.9,0,0,1017.4,13.153
31-Mar-21,0,15.5,0,5.7,0,1.7,0,0,1014.6,11.835
01-Apr-21,0,9.4,0,7.3,0,6.5,0,0,1020.5,10.198
02-Apr-21,0,10.2,0,1.3,0,3.7,0,0,1027.2,9.913
03-Apr-21,0,12.3,0,-0.7,0,-4.3,0,0,1028.6,9.607
04-Apr-21,0,14,0,0,0,-3.9,0,0,1020.8,10.053
05-Apr-21,0,8.2,0,-0.2,0,1.6,0,0.1,1018.9,9.898
06-Apr-21,0,8.5,0,-1.5,0,-4.4,0,0.3,1020.6,7.501
07-Apr-21,0,8.6,0,0.6,0,-2.5,0,0.3,1018.8,8.3
08-Apr-21,0,11.5,0,5.1,0,4,0,0.9,1011.9,9.313
09-Apr-21,0,8.4,0,0.3,0,2.4,0,2.4,1009.4,9.312
10-Apr-21,0,8.8,0,-2.9,0,-6.2,0,0.1,1012.5,7.118
11-Apr-21,0,9.3,0,-2.2,0,-6.5,0,2.8,1017.1,7.694
