Station Name: PHOENIX PARK,,,,,,,,,,
Station Height: 48 M,,,,,,,,,,
Latitude:53.364,Longitude: -6.350,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
date:  -  00 to 00 utc,,,,,,,,,,
rain:  -  Precipitation Amount (mm),,,,,,,,,,
"maxtp: -  Maximum Air Temperature (C)	  ",,,,,,,,,,
mintp: -  Minimum  Air Temperature (C),,,,,,,,,,
gmin:  -  09utc Grass Minimum Temperature (C),,,,,,,,,,
soil:  -  Mean 10cm soil temperature (C),,,,,,,,,,
cbl:   -  Mean CBL Pressure (hpa),,,,,,,,,,
ind:   -  Indicator (i),,,,,,,,,,
,,,,,,,,,,
date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,soil
16-Aug-03,0,20.1,0,7.5,4, ,0,0,1013.7,18.565
17-Aug-03,0,21.3,0,11.6,0,7.5,0,1.1,1007.5,18.28
18-Aug-03,0,20.3,0,8.5,0,4.3,0,0,1008.8,17.825
19-Aug-03,0,19.9,0,11.3,0,7.7,0,0,1014.3,18.138
20-Aug-03,0,21.5,0,10.8,0,6.9,0,0,1013.6,18.432
21-Aug-03,0,24,0,13,0,9.1,0,0.1,1007,19.122
22-Aug-03,0,20.6,0,14,0,12.4,0,4.9,1009,18.728
23-Aug-03,0,25.1,0,16.2,0,16.2,0,0,1014.7,20.24
24-Aug-03,0,22.6,0,15.1,0,12,0,0,1016.9,20.065
25-Aug-03,0,18.9,0,15.4,0,13,0,0,1015.6,18.71
26-Aug-03,0,18.7,0,11.8,0,14.1,0,0,1013.2,18.298
27-Aug-03,0,19.2,0,9.4,0,8.1,0,0,1010,18.382
28-Aug-03,0,16.7,0,8.6,0,5.4,0,3.9,1005.8,15.99
29-Aug-03,0,17.6,0,7.7,0,4.5,0,1,1009.6,15.283
30-Aug-03,0,17.7,0,6,0,2.4,0,0,1015.3,14.715
31-Aug-03,0,16.4,0,8.5,0,4.8,0,0,1018.1,15.347
01-Sep-03,4, ,4, , , ,8, , , 
02-Sep-03,0,19.3,0,13.2, , ,0,0,1022.8, 
03-Sep-03,0,19,0,12.2, , ,0,0,1024.2, 
06-Sep-03,0,19.9,0,6.7, , ,0,0,1009.2, 
07-Sep-03,0,16,0,5.1, , ,0,8,1005.8, 
08-Sep-03,0,18.4,0,6.3, , ,0,0.1,1006.2, 
09-Sep-03,0,16.1,0,7.5, , ,0,1.2,1006.4, 
10-Sep-03,0,19.4,0,13.5, , ,0,2,1007.2, 
11-Sep-03,0,21.8,0,8.3, , ,0,0.4,1015.7, 
12-Sep-03,4, ,4, , , ,8, , , 
07-Oct-03,0,13.5,0,8.5,4, ,0,2.9,1006.4,11.142
08-Oct-03,0,19.2,0,11,0,10.1,0,0.1,1011.7,13.472
09-Oct-03,0,19.2,0,10.7,0,7.3,0,0.3,1010.5,13.66
10-Oct-03,0,15.7,0,5.6,0,3.9,0,0,1012.3,12.46
11-Oct-03,0,16.7,0,6.3,0,2.6,0,0,1016,11.943
12-Oct-03,0,14.3,0,12,0,10.1,0,1.1,1014.4,12.917
13-Oct-03,0,15.1,0,11.3,0,10.9,0,5.7,1013.5,12.991
14-Oct-03,0,14.5,0,11,0,6.6,0,0,1017.2,12.583
15-Oct-03,0,13.7,0,5.5,0,2.7,0,0,1021.1,11.247
16-Oct-03,0,14.3,0,6.2,0,0.5,0,0,1022.4,9.573
17-Oct-03,0,14.1,0,4.5,0,-1.5,0,0,1018.5,9.309
18-Oct-03,0,11.9,0,6.7,0,0.2,0,0,1013.6,9.238
19-Oct-03,0,10.6,0,7.7,0,3.4,0,3.3,1010.3,9.05
20-Oct-03,0,10,0,2.7,0,-1,0,1.9,1010.2,7.644
21-Oct-03,0,9.1,0,0.6,0,-3.4,0,7.7,1006.8,6.67
22-Oct-03,0,7.6,0,0.4,0,-2,0,52.1,1007.3,4.294
23-Oct-03,0,11.3,0,0.1,0,-0.1,0,9.3,1016.2,6.218
24-Oct-03,0,9.8,0,-0.1,0,-4.8,0,0,1021.8,4.72
25-Oct-03,0,10,0,0.6,0,-4.2,0,0,1018.2,4.999
26-Oct-03,0,11.9,0,1.2,0,-3,0,0,1014.8,5.795
27-Oct-03,0,12.4,0,-0.5,0,-4.4,0,0,1014.8,5.195
28-Oct-03,0,11.2,0,2.6,0,-1.8,0,1.8,1003.9,6.964
29-Oct-03,0,9.3,0,2.1,0,-0.2,0,1,991.5,6.727
30-Oct-03,0,9.1,0,0.8,0,-4.9,0,19.5,977.4,5.1
31-Oct-03,0,9.9,0,5.7,0,4.8,0,14.5,978.9,7.236
01-Nov-03,0,11.9,0,1.7,0,-2.1,0,1.7,984.9,6.048
02-Nov-03,0,13,0,7.8,0,0.7,0,0.4,975.8,7.693
03-Nov-03,0,11.6,0,3.5,0,3.3,0,0,993.2,6.688
04-Nov-03,0,15.7,0,4.6,0,-1.6,0,0,1008.9,7.862
05-Nov-03,0,16,0,12.6,0,9.5,0,0.1,1005.3,10.615
06-Nov-03,0,15.2,0,4.3,0,-0.9,0,0,1011.8,9.633
07-Nov-03,0,15.9,0,9.7,0,5.5,0,0,1017.8,10.082
08-Nov-03,0,10.5,0,7.6,0,4,0,0,1012.8,7.556
09-Nov-03,0,14.2,0,8.1,0,5.7,0,0,1005.2,8.225
10-Nov-03,0,15,0,5.8,0,0.1,0,0,1010.6,7.826
11-Nov-03,0,13,0,8.8,0,0.7,0,4.9,1005.4,8.915
12-Nov-03,0,12.8,0,4.1,0,-1.1,0,0.1,1006,7.288
13-Nov-03,0,11.6,0,3.4,0,-1,0,8.6,1001.2,6.38
14-Nov-03,0,11.6,0,7.8,0,4.5,0,1.4,992.6,8.475
15-Nov-03,0,8.6,0,2.9,0,-0.6,0,0.1,1007.2,6.173
16-Nov-03,0,9,0,1.6,0,-3.2,0,0,1012.8,3.651
17-Nov-03,0,14,0,8.8,0,-1.6,0,0.1,1009.5,8.257
18-Nov-03,0,14.4,0,12.6,0,11.3,0,0,1009.9,10.82
19-Nov-03,0,13.8,0,9.8,0,5.5,0,5.7,1008.5,10.382
20-Nov-03,0,12.1,0,1.3,0,5.1,0,3.8,1003,9.167
21-Nov-03,0,6.8,0,-0.4,0,-4.7,0,0,1002,3.42
22-Nov-03,0,7.3,0,-1.2,0,-5.5,0,0,998.5,2.173
23-Nov-03,0,6.6,0,1,0,-5.5,0,0,1001.5,1.794
24-Nov-03,0,10.6,0,1.4,0,-5,0,0,999.1,2.848
25-Nov-03,0,10.9,0,5.4,0,-1.2,0,1.7,986.2,5.631
26-Nov-03,0,6.4,0,2.1,0,-0.3,0,0.3,980.6,4.197
27-Nov-03,0,6.5,0,0.9,0,-4.1,0,0,992.9,2.246
28-Nov-03,0,11.7,0,-0.4,0,-5.5,0,0,996.1,3.426
29-Nov-03,0,12.1,0,4.5,0,1.6,0,18.8,987.4,6.661
30-Nov-03,0,6.8,0,-2.4,0,-2.8,0,0,994.4,3.058
01-Dec-03,0,7.4,0,-3.4,0,-7.5,0,1.6,1001.9,2.05
02-Dec-03,0,11,0,2.9,0,-6,0,13.9,1009.9,5.701
03-Dec-03,0,9.9,0,5.6,0,-0.9,0,0,1020.8,6.231
04-Dec-03,0,9.9,0,1.5,0,4.6,0,0,1028.3,6.645
05-Dec-03,0,9.7,0,2.8,0,-2.1,0,0.1,1026.7,6.348
06-Dec-03,0,10.9,0,6.6,0,7,0,0.1,1025,7.562
07-Dec-03,0,7.8,0,-0.9,0,3,0,0,1022.1,5.021
08-Dec-03,0,7.4,0,-1.5,0,-6.6,0,0,1011.8,2.293
09-Dec-03,0,12.1,0,6.6,0,-4.5,0,0.2,1006.8,5.683
10-Dec-03,0,10.2,0,8.2,0,1.1,0,0.6,1002.9,6.216
11-Dec-03,0,10.1,0,0.2,0,2.4,0,3.8,1003.1,5.779
12-Dec-03,0,13.9,0,1.5,0,-3.2,0,3.7,1004.1,6.49
13-Dec-03,0,13,0,6,0,6.6,0,2,1001.2,8.338
14-Dec-03,0,8.1,0,1.2,0,0.2,0,0.1,1014.8,4.615
15-Dec-03,0,4.6,0,-1.4,0,-5.5,0,0,1023.9,2.366
16-Dec-03,0,10.2,0,1.6,0,-5,0,0,1018.2,3.973
17-Dec-03,0,9.4,0,-0.8,0,0,0,0,1012.7,4.499
18-Dec-03,0,7.4,0,-1.2,0,-4.9,0,0,1008.8,2.271
19-Dec-03,0,8.5,0,5.5,0,-2.9,0,0.2,1009.7,4.84
20-Dec-03,0,9.1,0,1.6,0,1.5,0,5,1000,5.372
21-Dec-03,0,5,0,-1.2,0,-2.7,0,0.1,1011.9,2.643
22-Dec-03,0,6.1,0,-2,0,-7.4,0,1,1025.7,1.493
23-Dec-03,0,10.7,0,6,0,-2,0,0.2,1019.2,5.273
24-Dec-03,0,11.1,0,8.7,0,7,0,0,1015.8,7.308
25-Dec-03,0,11.5,0,8.2,0,7.8,0,4.3,1004.8,7.783
26-Dec-03,0,10.3,0,1.9,0,6.9,0,6.5,989.9,7.087
27-Dec-03,0,3.8,0,-0.2,0,-2,0,0,987.5,3.303
28-Dec-03,0,4.4,0,-0.9,0,-5.2,0,0,996.3,2.021
29-Dec-03,0,5.6,0,-4.3,0,-4.8,0,0,1003,1.589
30-Dec-03,4, ,4, ,0,-7.9,8, , ,1.03
01-Jan-04,0,7.7,0,4,4,-0.5,0,0.5,1005,4.14
02-Jan-04,0,5.8,0,2.4,0,-0.8,0,5.6,1015.1,3.549
03-Jan-04,0,8.9,0,2.5,0,1.1,0,2.7,1013.8,5.124
04-Jan-04,0,9.6,0,2,0,-1.8,0,0.1,1012.7,4.689
05-Jan-04,0,12.6,0,8.3,0,-0.4,0,0.1,1005.3,7.056
06-Jan-04,0,10,0,4.9,0,0.6,0,1.9,1003.6,5.28
07-Jan-04,0,12.4,0,8.4,0,0.6,0,1.4,992.7,6.83
08-Jan-04,0,10,0,5.1,0,4.3,0,12.5,978.7,6.239
09-Jan-04,0,8.3,0,3.3,0,0.1,0,2.7,991.6,3.983
10-Jan-04,0,12.2,0,7.4,0,0,0,5.6,993.3,5.405
11-Jan-04,0,11.4,0,2.5,0,0.3,0,7.4,988.3,5.043
12-Jan-04,0,8.8,0,3.7,0,-0.6,0,2,981.7,3.014
13-Jan-04,0,7,0,1.7,0,0,0,3.8,978.6,3.602
14-Jan-04,0,4.2,0,0.5,0,-2.5,0,0,991.7,2.139
15-Jan-04,0,9.3,0,2.4,0,-2.1,0,13.8,985.2,3.021
16-Jan-04,0,6.1,0,1.5,0,-1,0,0.5,985.1,3.084
17-Jan-04,0,4.9,0,-1.9,0,-6.5,0,0,1005.5,1.438
18-Jan-04,0,7.7,0,-1.3,0,-6.9,0,0,1019.7,1.221
19-Jan-04,0,10.6,0,7.3,0,-1.4,0,0,1014.5,5.304
20-Jan-04,0,9.1,0,7.5,0,7.4,0,0.1,1014,6.738
21-Jan-04,0,9.6,0,7.1,0,5.5,0,0,1011.2,6.373
22-Jan-04,0,11.9,0,4.1,0,4.4,0,0.5,1003.8,7.482
23-Jan-04,0,11.1,0,3.2,0,-1.1,0,3.2,1004.4,6.141
24-Jan-04,0,7.8,0,2.1,0,-2.4,0,0.1,1010,3.45
25-Jan-04,0,6.3,0,-1.5,0,-6,0,0,1006.6,2.052
26-Jan-04,0,4.6,0,-1.4,0,-6.3,0,9.8,1004.5,1.565
27-Jan-04,0,3.2,0,-2.1,0,-7.4,0,0.8,1007.2,1.357
28-Jan-04,0,5,0,-3.2,0,-6.1,0,0.6,1004.2,1.396
29-Jan-04,0,3.6,0,-3.8,0,-8.9,0,0,1005.3,0.81
30-Jan-04,0,10.1,0,3.4,0,-3.2,0,1.3,993.6,2.291
31-Jan-04,0,13.8,0,5,0,3.6,0,12.9,980,6.175
01-Feb-04,0,10.9,0,5.3,0,2.7,0,2.1,995.2,5.52
02-Feb-04,0,13.5,0,8.2,0,4.2,0,3.1,999,7.273
03-Feb-04,0,15.1,0,8.9,0,10.1,0,3.7,1000.7,9.443
04-Feb-04,0,14.9,0,7.9,0,2.5,0,5.6,1004.2,8.412
05-Feb-04,0,14.1,0,8.7,0,6.3,0,0,1007.2,8.173
06-Feb-04,0,9.5,0,4.6,0,2.5,0,0,1002.9,6.359
07-Feb-04,0,8.4,0,3.1,0,-0.3,0,1.6,1007.6,4.738
08-Feb-04,0,7,0,-2.5,0,-1,0,0,1020.4,3.914
09-Feb-04,0,8.2,0,-3.6,0,-7.3,0,0,1027.8,2.944
10-Feb-04,0,11.3,0,6.8,0,0.4,0,0,1024.2,5.822
11-Feb-04,0,12.8,0,3.4,0,-1.7,0,0,1026.2,6.433
12-Feb-04,0,11.4,0,-0.7,0,-4.7,0,0,1025.2,5.055
13-Feb-04,0,10.5,0,2.2,0,-1.3,0,1.1,1026.5,5.627
14-Feb-04,0,9.8,0,-1.7,0,-5.6,0,0,1024.8,4.382
15-Feb-04,0,9.6,0,0.5,0,-4.1,0,0,1023,4.763
16-Feb-04,0,10.1,0,0.6,0,-3.8,0,0.3,1024.3,5.277
17-Feb-04,0,8.9,0,0.1,0,0,0,0,1028.2,5.418
18-Feb-04,0,9.6,0,-3.5,0,-6.9,0,0,1028.9,3.785
19-Feb-04,0,8.2,0,-3.1,0,-7,0,0,1026.2,3.136
20-Feb-04,0,6.8,0,3.3,0,-1.8,0,0,1019.3,3.603
21-Feb-04,0,6.1,0,2.8,0,0.5,0,0,1014.2,3.613
22-Feb-04,0,6.6,0,-0.9,0,-4.9,0,0,1019,3.075
23-Feb-04,0,6.3,0,-3.1,0,-7.8,0,0,1021.1,2.878
24-Feb-04,0,7.8,0,0.4,0,0.2,0,2.6,1013.9,4.38
25-Feb-04,0,5.4,0,-2,0,-6.8,0,0,1010.7,3.237
26-Feb-04,0,4.3,0,-3.2,0,-8.1,0,0.1,1004.8,2.339
27-Feb-04,0,4.9,0,-2.9,0,-8.3,0,0,1002.8,1.613
28-Feb-04,0,5.8,0,-4.2,0,-9.6,0,0,1009.3,1.449
29-Feb-04,0,7,0,-4.9,0,-9.4,0,0,1020.4,1.151
01-Mar-04,0,9,0,-5,0,-8.8,0,0,1028.2,1.38
02-Mar-04,0,8.6,0,-4.5,0,-9.2,0,0,1023.2,1.722
03-Mar-04,0,11,0,2.2,0,3,0,4.3,1013.2,4.534
04-Mar-04,0,13,0,0.8,0,-4.1,0,1,1012.2,4.842
05-Mar-04,0,10.9,0,1.6,0,-3.6,0,0,1015.4,5.053
06-Mar-04,0,11.1,0,0,0,-4.5,0,0.8,1019.5,4.772
07-Mar-04,0,10.6,0,-0.3,0,-4,0,0.1,1024.7,4.646
08-Mar-04,0,9.7,0,-1.4,0,-5.7,0,0,1029.6,4.197
09-Mar-04,0,8.1,0,-3.3,0,-7.4,0,0,1028.9,3.307
10-Mar-04,0,5.6,0,2.7,0,-3.5,0,0,1020.7,3.714
11-Mar-04,0,4.2,0,1.7,0,-0.7,0,3,1004.7,3.146
12-Mar-04,0,8.7,0,2.2,0,1.2,0,3.7,994.6,4.142
13-Mar-04,0,10.4,0,0.4,0,-4.6,0,1.6,997.5,4.788
14-Mar-04,0,13,0,5.1,0,-0.2,0,3.7,998,6.609
15-Mar-04,0,16.9,0,7.7,0,2.7,0,1.2,1007.3,8.123
16-Mar-04,0,14.6,0,9.2,0,5.5,0,2.6,1008.9,9.47
17-Mar-04,0,14.7,0,6.5,0,1,0,0,1014.4,8.498
18-Mar-04,0,11.5,0,5.6,0,1.1,0,1.4,1008.5,7.54
19-Mar-04,0,11.3,0,5.3,0,1.7,0,4.3,993.5,7.758
20-Mar-04,0,13.8,0,3.6,0,4.3,0,5.3,989,8.698
21-Mar-04,0,11.2,0,3.6,0,0.9,0,2,996.7,7.15
22-Mar-04,0,9.6,0,2.3,0,-0.2,0,3.2,1008.8,6.714
23-Mar-04,0,9.9,0,0.5,0,-3,0,1,1017.8,5.98
24-Mar-04,0,10.7,0,-0.5,0,-5.2,0,0,1024,5.837
25-Mar-04,0,10.8,0,4.8,0,0.3,0,0.1,1020.8,7.301
26-Mar-04,0,11,0,4.3,0,2.8,0,0,1019.8,7.813
27-Mar-04,0,10.3,0,7.4,0,6.7,0,0,1012.3,8.837
28-Mar-04,0,12.5,0,5.3,0,0.1,0,0.1,1010.8,8.863
29-Mar-04,0,11.9,0,4.3,0,5.1,0,0,1015,9.167
30-Mar-04,0,12.1,0,3.8,0,-0.9,0,0,1009.4,8.263
31-Mar-04,0,14.4,0,3.8,0,-1.7,0,1.8,1000.8,8.857
01-Apr-04,0,13.2,0,8.3,0,5.7,0,3.7,994.6,10.467
02-Apr-04,0,13.8,0,6.8,0,2.9,0,0.5,994.3,9.873
03-Apr-04,0,12.9,0,5.2,0,5.6,0,2,996.6,10.305
04-Apr-04,0,11.1,0,3.8,0,-0.4,0,2.4,1003.3,8.538
05-Apr-04,0,11.7,0,3.8,0,1.8,0,1.6,1006.4,8.696
06-Apr-04,0,11.3,0,3.8,0,0.8,0,0.2,1008.5,8.474
07-Apr-04,0,11.9,0,1.9,0,-2.1,0,0,1015,7.852
08-Apr-04,0,10.4,0,0.4,0,-3.6,0,0.9,1016.9,7.187
09-Apr-04,0,13.1,0,7.8,0,7.2,0,2.7,1014.8,9.868
10-Apr-04,0,12.1,0,6.7,0,4.8,0,0.9,1015.7,10.415
11-Apr-04,0,11.5,0,5.7,0,3.3,0,0,1018.4,10.345
12-Apr-04,0,13.3,0,4.8,0,0.7,0,0.1,1021.6,10.297
13-Apr-04,0,11.3,0,3.7,0,-0.5,0,0.3,1018.5,10.025
14-Apr-04,0,14.3,0,9.4,0,8.1,0,0,1008.2,10.995
15-Apr-04,0,12.4,0,5.2,0,6.8,0,7.1,1002.2,10.863
16-Apr-04,0,12.1,0,1.3,0,-2.3,0,0.1,1003.8,9.665
17-Apr-04,0,9.1,0,1.1,0,-2.5,0,2.4,989.4,7.85
18-Apr-04,0,10.8,0,2.3,0,-0.5,0,2,976.5,9.048
19-Apr-04,0,14.3,0,0.8,0,-2.4,0,3.5,983.1,8.602
20-Apr-04,0,11.4,0,3.4,0,0.3,0,0.5,988.5,9.23
21-Apr-04,0,15.8,0,7.5,0,5.6,0,3.1,992.5,10.65
22-Apr-04,0,14.9,0,5.7,0,0.6,0,0.1,1007.2,11.238
23-Apr-04,0,18.2,0,9.7,0,6.6,0,0,1016.3,13.342
24-Apr-04,0,18.8,0,7.6,0,9.9,0,0,1019.2,15.15
25-Apr-04,0,16,0,5.1,0,0.4,0,0,1019.2,14.095
26-Apr-04,0,16.1,0,3.7,0,0.4,0,0,1015.7,13.798
27-Apr-04,0,15.1,0,4,0,0,0,0,1014,13.517
28-Apr-04,0,14,0,6.8,0,5.2,0,0,1011.5,12.583
29-Apr-04,0,12.1,0,6.1,0,4,0,0.5,1005.8,11.06
30-Apr-04,0,12.5,0,6.3,0,3.8,0,0,1003.2,10.255
01-May-04,0,16.2,0,7.6,0,5.7,0,0,1004.4,13.062
02-May-04,0,14.8,0,4.5,0,0.5,0,0,1003.6,13.685
03-May-04,0,14,0,5.1,0,1.3,0,2.4,992.2,13.94
04-May-04,0,11.3,0,5.5,0,3.5,0,10.2,974.7,12.097
05-May-04,0,11.7,0,5.9,0,5.2,0,7.6,976.3,11.615
06-May-04,0,13.6,0,6.1,0,6.2,0,1.1,988.1,12.125
07-May-04,0,15.9,0,5.4,0,0.6,0,0.1,1000.1,12.81
08-May-04,0,15.5,0,3.4,0,0,0,0,1003.8,13.262
09-May-04,0,13.9,0,7.8,0,5.5,0,0.4,1006,12.99
10-May-04,0,17.3,0,9.7,0,9.8,0,0,1011.8,14.493
11-May-04,0,13.4,0,9,0,9.6,0,0.1,1017,13.967
12-May-04,0,13.4,0,9.1,0,11.4,0,0,1019.4,13.545
13-May-04,0,15.2,0,8.3,0,4.9,0,0,1018.2,13.68
14-May-04,0,17.4,0,8.9,0,4.4,0,0,1020.5,14.122
15-May-04,0,18.5,0,8.1,0,4.3,0,0,1023.8,16.298
16-May-04,0,21.9,0,6.7,0,3.4,0,0,1022.8,17.792
17-May-04,0,17.5,0,8,0,5.7,0,0,1020.5,16.358
18-May-04,0,20.6,0,5,0,0.2,0,0,1019.2,17.12
19-May-04,0,18.6,0,10.3,0,7.4,0,0.2,1018.8,17.42
20-May-04,0,16.1,0,5.2,0,5.1,0,0.5,1019.2,17.013
21-May-04,0,14.1,0,2,0,-1.7,0,0,1022.3,14.078
22-May-04,0,15,0,2,0,-2.5,0,0,1025.6,14.823
23-May-04,0,18.1,0,1.8,0,-2.5,0,0,1024.4,15.96
24-May-04,0,17.9,0,6.7,0,2.3,0,0,1021.8,16.603
25-May-04,0,15.5,0,6.2,0,2.4,0,0,1018.6,17.012
26-May-04,0,16.6,0,5.5,0,0.8,0,0,1015.3,17.475
27-May-04,0,17.4,0,6,0,1.2,0,0,1014.2,17.085
28-May-04,0,18.3,0,11.1,0,10.8,0,0.4,1011.3,16.463
29-May-04,0,19.9,0,8.3,0,4.7,0,0.7,1010.2,17.065
30-May-04,0,16.4,0,7.7,0,3.2,0,12.3,1011.8,16.065
31-May-04,0,16,0,6.2,0,2.4,0,4.8,1009.3,14.715
01-Jun-04,0,20.9,0,9.5,0,7.1,0,0,1013.8,16.34
02-Jun-04,0,18,0,6.9,0,3.4,0,0,1022.2,16.315
03-Jun-04,0,19,0,12.1,0,10.7,0,1.6,1020.8,16.78
04-Jun-04,0,20.2,0,14,0,10.4,0,0,1017.2,17.27
05-Jun-04,0,20.9,0,14,0,14.4,0,0,1014.6,18.342
06-Jun-04,0,22.6,0,12.1,0,8.7,0,0,1011.2,19.237
07-Jun-04,0,19.5,0,11.4,0,8.4,0,0,1010.1,19.808
08-Jun-04,0,20.5,0,12.3,0,9.7,0,0,1008.5,19.575
09-Jun-04,0,22.3,0,14.5,0,12.2,0,0,1009,20.708
10-Jun-04,0,20.9,0,11.6,0,9.7,0,5.8,1007.2,20.08
11-Jun-04,0,17.5,0,11.1,0,8.7,0,5.2,1012.5,18.16
12-Jun-04,0,18.8,0,9.9,0,7.8,0,0,1020.9,17.743
13-Jun-04,0,24.1,0,9.2,0,7.3,0,0,1026.6,18.65
14-Jun-04,0,25.2,0,12.2,0,9.8,0,0,1025.2,21.025
15-Jun-04,0,20.7,0,12.2,0,10.3,0,0,1021,20.233
16-Jun-04,4, ,4, ,0,14.2,8, , ,19.13
18-Jun-04,0,15.9,0,6.2,4, ,0,4,1006.9,18.292
19-Jun-04,0,16.1,0,4.4,0,-0.4,0,2.2,1006.3,16.36
20-Jun-04,0,15.8,0,5.7,0,0.4,0,4.5,1002.5,16.048
21-Jun-04,0,17,0,6.4,0,1.8,0,0,1003,16.513
22-Jun-04,0,16.4,0,6.9,0,2.9,0,19.1,993.5,15.815
23-Jun-04,0,15.7,0,8.8,0,6.7,0,6.1,989.8,15.378
24-Jun-04,0,16.6,0,8,0,4.5,0,0.1,1004.4,15.255
25-Jun-04,0,18.2,0,5.8,0,0.5,0,0,1010.6,16.54
26-Jun-04,0,22.2,0,11.9,0,7.5,0,0.8,1004,17.807
27-Jun-04,0,19.8,0,9,0,6.6,0,0.3,1009.2,18.868
28-Jun-04,0,17.8,0,8,0,2.6,0,2.8,1016.5,16.767
29-Jun-04,0,18.8,0,11.6,0,7.5,0,0,1012.1,16.823
30-Jun-04,0,19,0,10.1,0,13.6,0,2.4,1004.2,18.29
01-Jul-04,0,18,0,9.1,0,5.1,0,4.4,1001.6,17.795
02-Jul-04,0,17.6,0,9.1,0,4.7,0,4.4,998.8,17.105
03-Jul-04,0,17.2,0,10.9,0,9,0,9.4,1003.2,16.91
04-Jul-04,0,16.8,0,7.8,0,6.4,0,3.4,1009.5,16.705
05-Jul-04,0,20,0,5.4,0,1,0,1.3,1014.8,16.7
06-Jul-04,0,17.6,0,9.7,0,9.4,0,0,1015.7,17.577
07-Jul-04,4, ,4, ,0,4.9,8, , ,16.673
15-Jul-04,0,17.6,0,12.7,4, ,0,6,1008.1,18.298
16-Jul-04,0,18.6,0,10.4,0,7.8,0,0,1005.8,18.09
17-Jul-04,0,19.3,0,9.1,0,10.7,0,2.1,1004.8,18.377
18-Jul-04,0,19.5,0,8,0,3.4,0,0,1008.5,17.99
19-Jul-04,0,19.9,0,8.1,0,3.5,0,0,1007.4,18.142
20-Jul-04,0,19.8,0,10.9,0,7.2,0,0.6,1002,17.425
21-Jul-04,0,21.2,0,13.1,0,9.6,0,0,1004,18.425
22-Jul-04,0,21.7,0,11.5,0,11.6,0,0,1009.5,19.583
23-Jul-04,0,19.9,0,10,0,4.5,0,0,1015.6,19.147
24-Jul-04,0,17.6,0,9.1,0,4,0,0,1018.5,17.805
25-Jul-04,0,16.8,0,12.3,0,10.8,0,0.5,1014.8,17.132
26-Jul-04,0,17,0,13.7,0,13.7,0,1.8,1013.5,17.06
27-Jul-04,0,20.7,0,14.7,0,14.6,0,1,1014.6,18.358
28-Jul-04,0,21.5,0,13.4,0,12.9,0,0,1011.3,19.353
29-Jul-04,0,21.5,0,13.3,0,9.4,0,0.9,1007.8,18.173
30-Jul-04,0,19.9,0,8.9,0,3.2,0,0,1013.9,18.778
31-Jul-04,0,21.4,0,11.9,0,9,0,0,1016.2,20.142
01-Aug-04,0,23.2,0,11.3,0,5.9,0,0,1012.9,20.13
02-Aug-04,0,23.6,0,15.3,0,10.7,0,0,1005.9,20.32
03-Aug-04,0,22,0,15,0,11.8,0,0,1006.2,20.243
04-Aug-04,0,20.3,0,13.1,0,12.9,0,0.2,1008.9,19.67
05-Aug-04,0,22.1,0,15.6,0,15.3,0,0.6,1006.4,20.263
06-Aug-04,0,21.2,0,12.4,0,8.4,0,1.3,1006.4,20.105
07-Aug-04,0,21.4,0,10.7,0,6.2,0,0,1002.7,19.493
08-Aug-04,0,19.8,0,14.4,0,15,0,2.3,993.8,18.855
09-Aug-04,0,22.5,0,12.3,0,10.6,0,0,999.5,18.905
10-Aug-04,0,21.8,0,11.1,0,5.2,0,0,1002.1,19.51
11-Aug-04,0,20.7,0,11.9,0,6.6,0,3,1000.3,19.515
12-Aug-04,0,21,0,14.4,0,12.4,0,10.3,996,19.792
13-Aug-04,0,22.8,0,14,0,11,0,0,1002.8,20.42
14-Aug-04,0,24.2,0,14.5,0,11.7,0,0,1009.3,21.42
15-Aug-04,0,23.1,0,12.7,0,8.3,0,16.4,1005.3,20.87
16-Aug-04,0,19.7,0,12.8,0,12.5,0,15.8,997,19.65
17-Aug-04,0,21.1,0,12.7,0,8.9,0,0.1,991.3,18.833
18-Aug-04,0,19.3,0,13.9,0,10.7,0,23.1,986.9,18.1
19-Aug-04,0,20.9,0,13.2,0,13.3,0,13.3,990.5,18.323
20-Aug-04,0,18.4,0,8,0,11,0,0.3,1002.9,17.288
21-Aug-04,0,17.4,0,6.7,0,1.7,0,0,1011.9,15.985
22-Aug-04,0,15.4,0,10.5,0,9,0,7.9,1007,15.605
23-Aug-04,0,21.6,0,13.3,0,13.1,0,11.2,999.4,16.853
24-Aug-04,0,18.6,0,11.1,0,10.4,0,0.6,999.2,17.56
25-Aug-04,0,19.5,0,10.3,0,6,0,1.2,1006.7,16.642
26-Aug-04,0,18.4,0,12,0,8.5,0,0.4,1007.2,16.853
27-Aug-04,0,19.3,0,9.8,0,13,0,0.9,1003.8,17.608
28-Aug-04,0,17.6,0,9.8,0,6.4,0,0.5,1004.9,16.733
29-Aug-04,0,18.4,0,11.7,0,9.5,0,0.6,1002.8,16.782
30-Aug-04,0,18.5,0,8.6,0,6.1,0,0,1011,16.067
31-Aug-04,0,19.4,0,6.4,0,1.6,0,0,1013.7,15.918
01-Sep-04,0,17.5,0,7.9,0,3.2,0,0,1008.7,15.548
02-Sep-04,0,17.8,0,10,0,7.4,0,0.2,1008,16.083
03-Sep-04,0,21.6,0,10.5,0,5.1,0,0,1012.3,16.085
